RequestId,Company Name,Security Name,Asset Class,Inception Date,Return Since Inception
2047,Wyndham Worldwide Corp Common  Stock,Wyndham Worldwide Corp Common  Stock,,2007-06-17,-0.26987767104099775
2048,Heico Corporation Common Stock,Heico Corporation Common Stock,Domestic Equity,2005-08-15,-0.2977361585449905
2049,USG Corporation Common Stock,USG Corporation Common Stock,International Equity,2006-08-20,-0.20222240953088164
2050,"Nuveen Performance Plus Municipal Fund, Inc. Common Stock","Nuveen Performance Plus Municipal Fund, Inc. Common Stock",Domestic Equity,2007-08-29,-0.262257489567397
2051,First Trust Australia AlphaDex fund,First Trust Australia AlphaDex fund,ETF,2011-12-12,-0.17882854768227766
2052,"Nuveen California Municipal Value Fund, Inc. Common Stock","Nuveen California Municipal Value Fund, Inc. Common Stock",,2017-03-30,0.2873065533095393
2053,"Envision Healthcare Holdings, Inc. Common Stock","Envision Healthcare Holdings, Inc. Common Stock",Domestic Equity,2001-10-22,-0.0655051902371796
2054,PowerShares Preferred Portfolio,PowerShares Preferred Portfolio,ETF,2021-10-12,0.07570053392287403
2055,"Kayne Anderson Midstream Energy Fund, Inc Common Stock","Kayne Anderson Midstream Energy Fund, Inc Common Stock",International Equity,2013-08-09,0.11440005591964483
2056,Michael Kors Holdings Limited Ordinary Shares,Michael Kors Holdings Limited Ordinary Shares,International Equity,2017-03-04,0.1850273986789403
2057,OFG Bancorp Preferred Stock,OFG Bancorp Preferred Stock,,2016-10-04,-0.09242834571951178
2058,iShares Core U.S. Credit Bond ETF,iShares Core U.S. Credit Bond ETF,,2015-10-31,0.1028704065788291
2059,SPDR BofA Merrill Lynch Crossover Corporate Bond ETF,SPDR BofA Merrill Lynch Crossover Corporate Bond ETF,ETF,2000-07-31,0.3390197859889229
2060,Hugoton Royalty Trust Common Stock,Hugoton Royalty Trust Common Stock,Domestic Equity,2017-08-09,0.06261305501603091
2061,Crown Castle International Corp. (REIT) Common Stock,Crown Castle International Corp. (REIT) Common Stock,Domestic Equity,2022-05-06,0.009000924960284484
2062,,American Homes 4 Rent Participating Pfd Ser C,International Equity,2017-10-09,
2063,"Willbros Group, Inc. (DE) Common Stock","Willbros Group, Inc. (DE) Common Stock",Domestic Equity,2001-06-28,-0.38830934223508157
2064,"American Water Works Company, Inc. Common Stock","American Water Works Company, Inc. Common Stock",International Equity,2019-11-26,0.045705557768800156
2065,"GAIN Capital Holdings, Inc. Common Stock","GAIN Capital Holdings, Inc. Common Stock",International Equity,2020-10-19,
2066,"Medgenics, Inc. Warrant","Medgenics, Inc. Warrant",Domestic Equity,2005-07-12,0.2438649295777867
2067,Toyota Motor Corporation Common Stock,Toyota Motor Corporation Common Stock,,2008-02-14,
2068,PowerShares Fundamental Pure Large Value Portfolio,PowerShares Fundamental Pure Large Value Portfolio,ETF,2016-01-26,-0.014523166772019447
2069,Sandridge Energy Inc. Common Stock,Sandridge Energy Inc. Common Stock,Domestic Equity,2000-02-16,-0.13653153466930706
2070,Vanguard FTSE All,Vanguard FTSE All-Wld ex-US SmCp Idx ETF,ETF,2011-05-14,-0.021435207794222564
2071,,Western Alliance Bancorporation Common Stock (DE),,2015-07-31,0.20109578117955418
2072,Neuberger Berman California Intermediate Municipal Fund Inc. Common Stock,Neuberger Berman California Intermediate Municipal Fund Inc. Common Stock,International Equity,2018-10-18,-0.0704947906872867
2073,"Continental Building Products, Inc. Common Stock","Continental Building Products, Inc. Common Stock",International Equity,2022-01-04,0.03635015057053777
2074,iShares S&P SmallCap 600 Value ETF,iShares S&P SmallCap 600 Value ETF,ETF,2013-02-16,-0.3525754139191131
2075,PowerShares KBW Insurance Portfoliio ETF,PowerShares KBW Insurance Portfoliio ETF,,2015-01-24,0.08267470866072607
2076,PowerShares DWA Momentum Portfolio,PowerShares DWA Momentum Portfolio,ETF,2009-04-20,-0.19541025195298836
2077,,ProShares Ultra QQQ,ETF,2002-02-22,-0.29313128382945886
2078,"Ballantyne Strong, Inc. Common Stock","Ballantyne Strong, Inc. Common Stock",Domestic Equity,2016-10-25,0.1423701864699169
2079,Rubicon Minerals Corporation Ordinary Shares (Canada),Rubicon Minerals Corporation Ordinary Shares (Canada),International Equity,2012-11-26,-0.006011756210892364
2080,"Deutsche Bank AG ELEMENTS Dogs of the Dow Total Return Index Note ELEMENTS Dogs of the Dow Linked to the Dow Jones High Yield Select 10 Total Return Index due November 14, 2022","Deutsche Bank AG ELEMENTS Dogs of the Dow Total Return Index Note ELEMENTS Dogs of the Dow Linked to the Dow Jones High Yield Select 10 Total Return Index due November 14, 2022",International Equity,2004-11-26,0.11170481999736392
2081,"Ameresco, Inc. Class A Common Stock","Ameresco, Inc. Class A Common Stock",Domestic Equity,,0.03963814313627667
2082,iShares Liquidity Income ETF,iShares Liquidity Income ETF,ETF,2001-01-12,-0.07594750613031513
2083,ALPS Medical Breakthroughs ETF,ALPS Medical Breakthroughs ETF,ETF,2017-06-24,
2084,EGShares India Small Cap ETF,EGShares India Small Cap ETF,ETF,2003-11-27,0.0953894987546873
2085,China Cord Blood Corporation Common Stock,China Cord Blood Corporation Common Stock,Domestic Equity,,0.30026417034454855
2086,Hatteras Financial Corp Cum Redeemable Pfd Ser A,Hatteras Financial Corp Cum Redeemable Pfd Ser A,Domestic Equity,2006-09-24,0.24004462769568374
2087,"Bankrate, Inc. Common Stock","Bankrate, Inc. Common Stock",Domestic Equity,,0.279927417610661
2088,"Pacholder High Yield Fund, Inc. Common Stock","Pacholder High Yield Fund, Inc. Common Stock",International Equity,2012-05-20,0.05617499322718021
2089,"Prudential Financial, Inc. 5.75% Junior Subordinated Notes due 2052","Prudential Financial, Inc. 5.75% Junior Subordinated Notes due 2052",Domestic Equity,2018-01-01,-0.23653646059538164
2090,"Renren Inc. American Depositary Shares, each representing three Class A ordinary shares","Renren Inc. American Depositary Shares, each representing three Class A ordinary shares",Domestic Equity,2020-04-10,0.13390254603669935
2091,Navios Maritime Holdings Inc. Common Stock,Navios Maritime Holdings Inc. Common Stock,Domestic Equity,2021-01-27,0.009915550178499145
2092,AmerisourceBergen Corporation (Holding Co) Common Stock,AmerisourceBergen Corporation (Holding Co) Common Stock,Domestic Equity,2022-06-25,-0.25539975113176916
2093,,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),International Equity,2014-12-31,0.09854520414369777
2094,,"Berkshire Income Realty, Inc. 9% Series A Preferred Stock",International Equity,2006-07-22,
2095,WisdomTree Asia Pacific ex,WisdomTree Asia Pacific ex-Japan Total Dividend Fund,ETF,2001-08-17,-0.12791391767887392
2096,Blackrock Muni New York Intermediate Duration Fund Inc Common Stock,Blackrock Muni New York Intermediate Duration Fund Inc Common Stock,International Equity,,0.0982937179873212
2097,FutureFuel Corp.  Common shares,FutureFuel Corp.  Common shares,Domestic Equity,2012-12-01,-0.01940045436283055
2098,ProShares Ultra Russell2000,ProShares Ultra Russell2000,ETF,,0.03997434663468584
2099,ProShares Ultra Bloomberg Commodity,ProShares Ultra Bloomberg Commodity,ETF,2021-12-12,
2100,SPDR Series Trust  SPDR S&P Biotech ETF,SPDR Series Trust  SPDR S&P Biotech ETF,ETF,2015-02-26,0.3426009962491455
2101,"Document Security Systems, Inc. Common Stock","Document Security Systems, Inc. Common Stock",International Equity,2002-01-07,0.14200298452032817
2102,,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock",,2009-12-11,0.07879180616681716
2103,Adeptus Health Inc. Common Stock,Adeptus Health Inc. Common Stock,International Equity,2011-08-03,
2104,"Energy Transfer Partners, L.P. ENERGY TRANSFER PARNTERS","Energy Transfer Partners, L.P. ENERGY TRANSFER PARNTERS",Domestic Equity,2000-02-08,0.24674013397335132
2105,"NL Industries, Inc. Common Stock","NL Industries, Inc. Common Stock",International Equity,2006-05-18,0.009362850153055163
2106,Guggenheim Canadian Energy Income ETF,Guggenheim Canadian Energy Income ETF,,2016-02-15,-0.3713977723323704
2107,"Rexford Industrial Realty, Inc. Common Stock","Rexford Industrial Realty, Inc. Common Stock",Domestic Equity,2012-10-09,0.06777432914302531
2108,"GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities, Series 2","GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities, Series 2",Domestic Equity,2009-08-06,0.060169313115498904
2109,Global X MSCI Nigeria ETF,Global X MSCI Nigeria ETF,ETF,2018-04-19,-0.19169613661155896
2110,"Raymond James Financial, Inc. 6.90% Senior Notes Due 2042","Raymond James Financial, Inc. 6.90% Senior Notes Due 2042",Domestic Equity,2007-11-11,0.030226183026698626
2111,Royal Bank of Scotland Group Plc (The) ADR representing One Non,"Royal Bank of Scotland Group Plc (The) ADR representing One Non-cumulative Dollar 5.75% Preference Shares, Series L",International Equity,2014-05-10,-0.040029709895732304
2112,Clough Global Opportunities Fund Common Stock,Clough Global Opportunities Fund Common Stock,Domestic Equity,2001-06-06,0.2048982109132663
2113,Service Corporation International Common Stock,Service Corporation International Common Stock,,2017-09-23,-0.4089336601218495
2114,E.I. du Pont de Nemours and Company Preferred Stock,E.I. du Pont de Nemours and Company Preferred Stock,International Equity,,-0.4251387678471771
2115,"Eagle Capital Growth Fund, Inc. Common Stock","Eagle Capital Growth Fund, Inc. Common Stock",Domestic Equity,2001-03-22,-5.24969256224515e-05
2116,"Dynex Capital, Inc. Preferred Stock Series A","Dynex Capital, Inc. Preferred Stock Series A",International Equity,2009-10-13,0.07820687757701654
2117,Alliant Techsystems Inc. Common Stock,Alliant Techsystems Inc. Common Stock,International Equity,2005-03-25,0.011964927541225518
2118,VelocityShares 3X Inverse Crude ETN linked to the S&P GSCI Crude Oil Index Excess Return,VelocityShares 3X Inverse Crude ETN linked to the S&P GSCI Crude Oil Index Excess Return,International Equity,2003-09-13,0.08096413625468035
2119,Sabine Royalty Trust Common Stock,Sabine Royalty Trust Common Stock,International Equity,2006-08-06,-0.11198886776137637
2120,eMagin Corporation Common Stock,eMagin Corporation Common Stock,International Equity,2016-05-13,-0.08818759440013477
2121,PowerShares Dynamic Retail,PowerShares Dynamic Retail,ETF,2022-07-15,
2122,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership,Phillips 66 Partners LP Common Units representing limited partner interest in the Partnership,Domestic Equity,2016-06-12,0.5231745035227413
2123,Willis Group Holdings Public Limited (Ireland) Common Stock,Willis Group Holdings Public Limited (Ireland) Common Stock,,,-0.10180035865194396
2124,Public Storage DEPOSITARY SHS REPSTG % CUMULATIVE PFD SHS BEN INT (SER P),Public Storage DEPOSITARY SHS REPSTG % CUMULATIVE PFD SHS BEN INT (SER P),International Equity,2020-02-03,-0.12160680228585322
2125,SPDR MidCap Trust Series I,SPDR MidCap Trust Series I,ETF,2004-06-06,-0.34017062033850354
2126,FIRST REPUBLIC BANK Common Stock,FIRST REPUBLIC BANK Common Stock,International Equity,2011-05-17,-0.21086288967223563
2127,,ProShares Trust VIX Mid-Term Futures ETF,ETF,2019-04-23,0.14155041941936605
2128,"Evans Bancorp, Inc. Common Stock","Evans Bancorp, Inc. Common Stock",Domestic Equity,2021-01-18,0.18624433671045776
2129,SPDR Barclays Short Term Treasury ETF,SPDR Barclays Short Term Treasury ETF,,2006-05-08,
2130,Nuveen AMT,Nuveen AMT-Free Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,Domestic Equity,2002-08-07,-0.011610364353903545
2131,"Greenhill & Co., Inc. Common Stock","Greenhill & Co., Inc. Common Stock",International Equity,,-0.1732736768499317
2132,iShares U.S. Oil Equipment & Services ETF,iShares U.S. Oil Equipment & Services ETF,ETF,,0.13159573168817545
2133,Systemax Inc. Common Stock,Systemax Inc. Common Stock,International Equity,,0.05326188811929113
2134,SPDR S&P Emerging Europe ETF,SPDR S&P Emerging Europe ETF,ETF,2021-07-26,0.053325657747130696
2135,,"NCI Building Systems, Inc. New Common Stock",,2020-01-12,-0.18763566632384895
2136,Teucrium Wheat Fund ETV,Teucrium Wheat Fund ETV,ETF,2005-03-31,0.12617985217271793
2137,Invesco Plc New Common Stock,Invesco Plc New Common Stock,International Equity,2000-11-01,0.010824996783277085
2138,DCT Industrial Trust Inc Common Stock,DCT Industrial Trust Inc Common Stock,International Equity,2005-04-25,-0.25241003718950494
2139,Bluelinx Holdings Inc. Common Stock,Bluelinx Holdings Inc. Common Stock,International Equity,,0.3373703577522979
2140,Astrazeneca PLC Common Stock,Astrazeneca PLC Common Stock,International Equity,2015-10-04,-0.010723448991309763
2141,"Vantiv, Inc. Class A Common Stock","Vantiv, Inc. Class A Common Stock",Domestic Equity,2004-10-12,0.27345367268768384
2142,,Guggenheim BulletShares 2019 High Yield Corporate Bond ETF,ETF,,0.23470026900965651
2143,The GDL Fund Series B Cumulative Puttable and Callable Preferred Shares,The GDL Fund Series B Cumulative Puttable and Callable Preferred Shares,International Equity,2004-09-17,-0.19926747350054308
2144,SPDR SSgA Income Allocation ETF,SPDR SSgA Income Allocation ETF,,,0.06683805222314251
2145,"J.C. Penney Company, Inc. Holding Company Common Stock","J.C. Penney Company, Inc. Holding Company Common Stock",Domestic Equity,2007-02-15,0.16922720616385872
2146,,Ishares MSCI Germany Small Cap ETF,ETF,,0.3056670491461316
2147,,Tri Continental Corporation Preferred Stock,International Equity,2013-01-10,-0.38105555027095434
2148,"Almaden Minerals, Ltd. Ordinary Shares (Canada)","Almaden Minerals, Ltd. Ordinary Shares (Canada)",Domestic Equity,2015-12-28,-0.09140050303007628
2149,,iShares Russell Top 200 Growth ETF,,2004-12-31,-0.12918541843352394
2150,Fidelity MSCI Consumer Discretionary Index ETF,Fidelity MSCI Consumer Discretionary Index ETF,ETF,2003-12-18,
2151,,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,International Equity,,-0.026008620479496508
2152,Gafisa SA Gafisa S.A. American Depositary Shares,Gafisa SA Gafisa S.A. American Depositary Shares,International Equity,2017-07-04,
2153,,Jacobs Engineering Group Inc. Common Stock,Domestic Equity,2017-01-05,0.37440322376573615
2154,Deutsche X,Deutsche X-trackers In-Target Date ETF,,2020-04-18,0.2274403256306846
2155,VTTI Energy Partners LP Common Units representing limited partner interests,VTTI Energy Partners LP Common Units representing limited partner interests,International Equity,,0.08460600927942344
2156,PowerShares Dynamic Software,PowerShares Dynamic Software,ETF,2006-02-12,-0.22532367724199642
2157,Guggenheim Multi,Guggenheim Multi-Asset Income ETF,ETF,2011-11-04,
2158,SPDR S&P International Telecommunications Sector ETF,SPDR S&P International Telecommunications Sector ETF,ETF,2010-01-05,-0.12493449400894183
2159,Deep Value ETF,Deep Value ETF,ETF,2016-01-14,-0.155414656822689
2160,AdvisorShares QAM Equity Hedge,AdvisorShares QAM Equity Hedge,ETF,2000-08-21,0.16077666816716338
2161,FlexShares STOXX Global Broad Infrastructure Index Fund,FlexShares STOXX Global Broad Infrastructure Index Fund,ETF,2008-02-23,-0.33529000608633985
2162,,"Revlon, Inc. New Common Stock",Domestic Equity,2012-09-03,-0.017893181600042753
2163,Guggenheim Russell 1000 Equal Weight ETF,Guggenheim Russell 1000 Equal Weight ETF,ETF,2023-03-02,0.053409950479760895
2164,Precision Castparts Corporation Common Stock,Precision Castparts Corporation Common Stock,International Equity,2011-12-25,0.1036357790028734
2165,,"Georgia Power Company Georgia Power Company 6 1/8% Series Class A Preferred Stock, Non-Cumulative",International Equity,2002-02-13,-0.21031058191690719
2166,"MetLife, Inc. Preferred Series B","MetLife, Inc. Preferred Series B",International Equity,2013-08-18,-0.14792454943267333
2167,iShares Morningstar Large,iShares Morningstar Large-Cap Growth ETF,ETF,2023-03-03,-0.003039168323333179
2168,,ETRACS 2xLeveraged Diversified High Income ETN,International Equity,2014-06-02,-0.0905243243782157
2169,Liberty All,Liberty All-Star Equity Fund Common Stock,Domestic Equity,2000-08-24,-0.0898826431710264
2170,Taiwan Semiconductor Manufacturing Company Ltd.,Taiwan Semiconductor Manufacturing Company Ltd.,Domestic Equity,2005-09-24,-0.0013094440695957422
2171,Companhia Paranaense de Energia (COPEL) Common Stock,Companhia Paranaense de Energia (COPEL) Common Stock,,2012-10-11,
2172,Ishares MSCI Denmark Capped ETF,Ishares MSCI Denmark Capped ETF,ETF,,0.2157178357164416
2173,United States Steel Corporation Common Stock,United States Steel Corporation Common Stock,International Equity,2020-07-02,
2174,"Airgas, Inc. Common Stock","Airgas, Inc. Common Stock",International Equity,2020-09-11,-0.17373115779565557
2175,"MarineMax, Inc. Common Stock","MarineMax, Inc. Common Stock",,,-0.08959283160348983
2176,,ProShares UltraShort Financials,ETF,2014-01-18,
2177,,NOW Inc. Common Stock,Domestic Equity,2022-09-15,0.3535404151336843
2178,"Royce Value Trust, Inc. Common Stock","Royce Value Trust, Inc. Common Stock",Domestic Equity,2016-04-28,0.3274250606102288
2179,Global X Central Asia & Mongolia Index ETF,Global X Central Asia & Mongolia Index ETF,ETF,2017-02-26,0.01948564231603638
2180,,Deutsche X-trackers MSCI Emerging Markets Hedged Equity ETF,ETF,2012-04-25,0.19753460455453187
2181,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),International Equity,2009-10-11,
2182,"Vmware, Inc. Common stock, Class A","Vmware, Inc. Common stock, Class A",Domestic Equity,2005-08-30,0.2386691881394371
2183,Global X MSCI Colombia ETF,Global X MSCI Colombia ETF,ETF,2000-05-29,0.28497507210377215
2184,iShares Global High Yield Corporate Bond ETF,iShares Global High Yield Corporate Bond ETF,,2007-01-09,0.07784247591751284
2185,Toll Brothers Inc. Common Stock,Toll Brothers Inc. Common Stock,International Equity,2000-02-12,
2186,"USANA Health Sciences, Inc. Common Stock","USANA Health Sciences, Inc. Common Stock",Domestic Equity,2006-07-30,-0.16022336194067094
2187,Cigna Corporation Common Stock,Cigna Corporation Common Stock,,2009-05-31,0.07897628904987421
2188,Anheuser,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),International Equity,2003-07-25,
2189,"Independence Contract Drilling, Inc. Common Stock","Independence Contract Drilling, Inc. Common Stock",International Equity,,-0.3480118869810954
2190,Bank of America Corporation MITTS Linked to the Dow Jones Industrial Average,Bank of America Corporation MITTS Linked to the Dow Jones Industrial Average,Domestic Equity,2001-06-09,
2191,"Charles River Laboratories International, Inc. Common Stock","Charles River Laboratories International, Inc. Common Stock",Domestic Equity,,-0.12301187699153962
2192,"AG&E Holdings, Inc. Common Stock","AG&E Holdings, Inc. Common Stock",,2021-02-07,0.07053505518274565
2193,Companhia Brasileira de Distribuicao ADS,Companhia Brasileira de Distribuicao ADS,Domestic Equity,,-0.06512785048632333
2194,Nuveen Diversified Commodity Fund Common Units of Beneficial Interest,Nuveen Diversified Commodity Fund Common Units of Beneficial Interest,Domestic Equity,2019-11-03,0.14769180691840178
2195,Newell Rubbermaid Inc. Common Stock,Newell Rubbermaid Inc. Common Stock,Domestic Equity,2002-06-08,-0.17724496353861735
2196,"Nuveen New Jersey Dividend Advantage Municipal Fund MuniFund Term Preferred Shares, 2.00% Series 2015, $10.00 Liquidation preference per share","Nuveen New Jersey Dividend Advantage Municipal Fund MuniFund Term Preferred Shares, 2.00% Series 2015, $10.00 Liquidation preference per share",Domestic Equity,2008-03-31,0.008366171764071758
2197,"FNFV Group of Fidelity National Financial, Inc. Common Stock","FNFV Group of Fidelity National Financial, Inc. Common Stock",Domestic Equity,2020-07-13,-0.33526747823921427
2198,"Bluerock Residential Growth REIT, Inc. Class A Common Stock","Bluerock Residential Growth REIT, Inc. Class A Common Stock",Domestic Equity,2001-02-05,0.13266488768784376
2199,MFS Intermediate Income Trust Common Stock,MFS Intermediate Income Trust Common Stock,,2021-08-22,0.4511214853430393
2200,iShares MSCI Europe Minimum Volatility ETF,iShares MSCI Europe Minimum Volatility ETF,ETF,2005-11-08,-0.227925804773948
2201,Qwest Corporation 7.375% Notes due 2051,Qwest Corporation 7.375% Notes due 2051,International Equity,,-0.22639600500096885
2202,SPDR S&P Insurance ETF,SPDR S&P Insurance ETF,ETF,2022-03-17,0.13338231918815716
2203,Direxion Daily Small Cap 1.25X Shares,Direxion Daily Small Cap 1.25X Shares,ETF,2002-12-31,-0.13562100119170808
2204,Bank of New York Mellon Corporation (The) Common Stock,Bank of New York Mellon Corporation (The) Common Stock,Domestic Equity,2022-07-22,-0.036677410382719926
2205,Kenon Holdings Ltd. Ordinary Shares When Issued,Kenon Holdings Ltd. Ordinary Shares When Issued,Domestic Equity,2006-01-14,-0.37394684967071845
2206,Cambria Global Value ETF,Cambria Global Value ETF,,2016-04-24,
2207,"Institutional Financial Markets, Inc.","Institutional Financial Markets, Inc.",International Equity,2005-04-10,0.13859232771993166
2208,Terreno Realty Corporation Preferred Shares Series A,Terreno Realty Corporation Preferred Shares Series A,Domestic Equity,2010-02-12,-0.2887034854327283
2209,"FMC Technologies, Inc. Common Stock","FMC Technologies, Inc. Common Stock",International Equity,2003-09-18,-0.020120239017823387
2210,SPDR S&P Mortgage Finance ETF,SPDR S&P Mortgage Finance ETF,,,0.20561904781683915
2211,Pimco 15  Year U.S. TIPS Index Exchange,Pimco 15  Year U.S. TIPS Index Exchange-Traded Fund,ETF,2009-03-04,
2212,,SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD,ETF,2021-03-01,0.08234937578688267
2213,Market Vectors Unconventional Oil & Gas ETF,Market Vectors Unconventional Oil & Gas ETF,ETF,2011-03-23,0.18503470062862254
2214,"Cornerstone Total Return Fund, Inc. (The) Common Stock","Cornerstone Total Return Fund, Inc. (The) Common Stock",International Equity,2008-05-24,-0.32420085579968627
2215,"Allison Transmission Holdings, Inc. Common Stock","Allison Transmission Holdings, Inc. Common Stock",Domestic Equity,2007-03-17,-0.04515852889386422
2216,OUTFRONT Media Inc. Common Stock,OUTFRONT Media Inc. Common Stock,Domestic Equity,2000-05-20,0.18258681093165036
2217,"HMG/Courtland Properties, Inc. Common Stock","HMG/Courtland Properties, Inc. Common Stock",Domestic Equity,2011-03-08,-0.1775745714476703
2218,Washington Prime Group Inc. Common Stock,Washington Prime Group Inc. Common Stock,International Equity,2016-04-24,-0.13892972871458256
2219,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock","Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock",Domestic Equity,2014-05-14,-0.007488275157668568
2220,Direxion Daily Natural Gas Related Bull 3X Shares,Direxion Daily Natural Gas Related Bull 3X Shares,ETF,2014-11-06,0.4338917640204201
2221,Ameren Corporation Common Stock,Ameren Corporation Common Stock,Domestic Equity,2022-10-28,-0.2914016194103768
2222,"TECO Energy, Inc. Common Stock","TECO Energy, Inc. Common Stock",International Equity,2010-05-20,0.28447262311324806
2223,Senior Housing Properties Trust 5.625% Senior Notes due 2042,Senior Housing Properties Trust 5.625% Senior Notes due 2042,International Equity,2021-08-21,-0.08670233644518696
2224,Pembina Pipeline Corp. Ordinary Shares (Canada),Pembina Pipeline Corp. Ordinary Shares (Canada),Domestic Equity,2012-04-20,0.22143418337587223
2225,"Home Depot, Inc. (The) Common Stock","Home Depot, Inc. (The) Common Stock",Domestic Equity,2004-09-25,-0.11179127393536122
2226,"Plains Group Holdings, L.P. Class A Shares representing limited partner interests","Plains Group Holdings, L.P. Class A Shares representing limited partner interests",International Equity,2003-05-02,0.0552224796813498
2227,Weyerhaeuser Company Common Stock,Weyerhaeuser Company Common Stock,International Equity,,-0.21422183126738834
2228,OGE Energy Corporation Common Stock,OGE Energy Corporation Common Stock,Domestic Equity,2010-12-08,-0.21327985213472506
2229,Pioneer High Income Trust Common Shares of Beneficial Interest,Pioneer High Income Trust Common Shares of Beneficial Interest,International Equity,,-0.04502453844477874
2230,,Ritchie Bros. Auctioneers Incorporated Common Stock,International Equity,2022-05-27,-0.08043893182241192
2231,iShares KLD 400 Social Index Fund,iShares KLD 400 Social Index Fund,ETF,2012-07-21,
2232,Jarden Corporation Common Stock,Jarden Corporation Common Stock,Domestic Equity,,0.17367948659431884
2233,PowerShares S&P MidCap Low Volatility Portfolio,PowerShares S&P MidCap Low Volatility Portfolio,ETF,2018-01-20,0.21085671005456055
2234,iPath Long Extended S&P 500 TR Index ETN,iPath Long Extended S&P 500 TR Index ETN,Domestic Equity,2008-12-07,0.20628144379474228
2235,Teekay Offshore Partners L.P. 7.25% Series A Redeemable Preferred Units,Teekay Offshore Partners L.P. 7.25% Series A Redeemable Preferred Units,Domestic Equity,2022-06-13,0.120044379098639
2236,Ashford Hospitality Trust Inc Common Stock,Ashford Hospitality Trust Inc Common Stock,Domestic Equity,2022-11-14,-0.06586061314670776
2237,"MetLife, Inc. Preferred Series A Floating Rate","MetLife, Inc. Preferred Series A Floating Rate",International Equity,2007-05-25,-0.17988901339565272
2238,Duff & Phelps Select Energy MLP Fund Inc. Common Stock,Duff & Phelps Select Energy MLP Fund Inc. Common Stock,Domestic Equity,2014-06-05,0.04326291765737471
2239,EGShares Emerging Markets Consumer ETF,EGShares Emerging Markets Consumer ETF,,2013-01-11,0.017183335385849395
2240,3D Systems Corporation Common Stock,3D Systems Corporation Common Stock,Domestic Equity,2008-10-03,-0.26297186687069674
2241,Direxion Daily Gold Miners Bear 3X Shares,Direxion Daily Gold Miners Bear 3X Shares,ETF,2010-10-12,-0.21196212595990613
2242,Chesapeake Granite Wash Trust Common Units representing beneficial interests in the Trust,Chesapeake Granite Wash Trust Common Units representing beneficial interests in the Trust,,2020-06-04,-0.21461000447690576
2243,"WisdomTree Japan Hedged Tech, Media & Telecom Fund","WisdomTree Japan Hedged Tech, Media & Telecom Fund",ETF,,0.0863072694409169
2244,Hillenbrand Inc Common Stock,Hillenbrand Inc Common Stock,,2004-05-17,
2245,,"Foot Locker, Inc.",Domestic Equity,,0.06144782951231113
2246,McKesson Corporation Common Stock,McKesson Corporation Common Stock,International Equity,2012-03-28,-0.2673994993448691
2247,iShares 1,iShares 1-3 Year Credit Bond ETF,ETF,2013-04-27,0.07831809910265544
2248,,"Wesco Aircraft Holdings, Inc. Common Stock",International Equity,2008-01-15,
2249,"Telephone and Data Systems, Inc. 5.875% Senior Notes due 2061","Telephone and Data Systems, Inc. 5.875% Senior Notes due 2061",Domestic Equity,2020-03-23,0.019580354414941527
2250,"FTI Consulting, Inc. Common Stock","FTI Consulting, Inc. Common Stock",International Equity,2008-12-25,-0.02588336381590034
2251,,"Care.com, Inc. Common Stock",Domestic Equity,2012-01-17,-0.10871137960560547
2252,Qwest Corporation 7.50% Notes due 2051,Qwest Corporation 7.50% Notes due 2051,International Equity,2006-08-18,0.10494385315237083
2253,"American International Group, Inc. New Common Stock","American International Group, Inc. New Common Stock",International Equity,2017-09-07,
2254,"Krispy Kreme Doughnuts, Inc. Common Stock","Krispy Kreme Doughnuts, Inc. Common Stock",Domestic Equity,2021-09-09,0.027345990515127455
2255,,First Trust MuFirst Trust Multi CG AlphaDEX,ETF,2007-06-08,0.09587233280743154
2256,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.,International Equity,,0.06793755541679428
2257,,"ERBA Diagnostics, Inc. Common Stock",Domestic Equity,2021-08-22,
2258,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index ,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Energy Total Return Structured Product,Domestic Equity,2004-02-12,-0.250981821330604
2259,PowerShares S&P 500 BuyWrite Portfolio,PowerShares S&P 500 BuyWrite Portfolio,,2005-10-04,
2260,"Tanger Factory Outlet Centers, Inc. Common Stock","Tanger Factory Outlet Centers, Inc. Common Stock",Domestic Equity,2021-01-30,-0.24180616263659052
