RequestId,Symbol,QUEUESIP,MIC
1656,DOW,0x3f25bb,XNYS
1657,DUG,0x3f25cf,XNYS
1658,RPX,0x3f2e88,XSAU
1659,CNQ,0x3f3250,XNYS
1660,IQDE,0x3f3a62,XNAS
1661,WYY,0x3f3efe,XTSE
1662,,0x3f3feb,XNSE
1663,,0x3f5653,XNYS
1664,BNO,0x3f5d7d,XNAS
1665,VCR,0x3f5f3b,XNAS
1666,UNT,,XNSE
1667,UTXpA,,XNAS
1668,FIF,,XNYS
1669,ITOT,0x3f701e,XTSE
1670,MERpD,0x3f70e7,XBOM
1671,MATL,0x3f70e9,XNYS
1672,BLL,0x3f784d,XAMS
1673,,0x3f7a21,XLON
1674,ATI,0x3f7ecd,XSHG
1675,LOCK,0x3f81dd,XTSE
1676,EXD,,XNYS
1677,DDE,0x3fa0ac,XNYS
1678,,0x3fae0c,XSHG
1679,IVOV,0x3faea,XNYS
1680,EFU,,XSWX
1681,HSPX,0x3fc199,XNAS
1682,,0x3fc206,XNAS
1683,,0x3fcc92,XASX
1684,,0x3fcdd9,XTAI
1685,WPC,0x3fcf44,XJSE
1686,PBIpB,0x3fd847,XHKG
1687,HCI,0x3fe8a8,XNSE
1688,XRM,0x3feba9,XNYS
1689,CPAC,0x3ff26c,BVMF
1690,EPRpC,0x3ff2a8,XSWX
1691,EVTC,0x3ff3f7,XFRA
1692,IWC,0x3ff54e,XTSE
1693,TFLO,0x3ffc78,XNYS
1694,,0x400c0,XNYS
1695,TY,0x401f08,XNYS
1696,,0x4023e5,XNSE
1697,VNM,0x402d0c,XNYS
1698,MO,0x402e63,XTSE
1699,CFR,0x4043c9,XAMS
1700,PSApX,0x404ba7,XNSE
1701,IAF,,XTSE
1702,,0x405e57,XNYS
1703,MSpA,0x40641a,XNAS
1704,ATNM,0x40786a,XNYS
1705,,0x408a56,XTSE
1706,DBJP,,XNYS
1707,HMN,0x40a1ab,XTSE
1708,EWU,,XTSE
1709,,0x40b4cf,XNAS
1710,AST,0x40be58,XNYS
1711,CMREpB,0x40c123,XNYS
1712,MCI,0x40c15d,XNAS
1713,AIVpZ,0x40c2f2,XNAS
1714,NBGpA,,XNYS
1715,,0x40dc72,XNYS
1716,,0x40dcc6,XTSE
1717,SC,0x40ea7d,XTSE
1718,,0x40eccc,XTSE
1719,FNDC,0x411110,XNYS
1720,MLP,0x4111fa,XTAI
1721,LEA,0x4116db,XSWX
1722,,0x412409,XNSE
1723,DANG,0x4126b5,XNAS
1724,,0x412e8e,XTSE
1725,SCHZ,0x4132,XNAS
1726,ITW,,XNSE
1727,DRI,0x4140f,XNYS
1728,IEIS,0x414b6a,XNYS
1729,ISHpB,0x415209,XKOS
1730,MMTM,,XJPX
1731,STAR,,XNAS
1732,IO,0x4182c5,XNYS
1733,EDI,0x418941,XTSE
1734,,0x419337,XNYS
1735,PUKpA,0x4194f6,XNAS
1736,CIG,0x41a102,XNYS
1737,,0x41a781,BVMF
1738,,0x41ad3f,XAMS
1739,AFM,0x41b023,XNAS
1740,,0x41b751,XNAS
1741,WSO/B,0x41c1a6,XNYS
1742,,0x41c3d,XJSE
1743,,0x41ccdd,XNYS
1744,SHI,0x41d154,XNYS
1745,CIU,0x41da7f,XNSE
1746,XYL,0x41e2ef,XNYS
1747,VRX,0x41ea67,XNYS
1748,ZBB,0x42043e,XNAS
1749,SCL,0x420904,XNYS
1750,,0x420ef9,XLON
1751,,0x421101,XSHE
1752,IEI,,XSHE
1753,BIOA/WS,0x421cf4,XNAS
1754,AOI,0x421d5d,XJPX
1755,LSG,0x421ebb,XNAS
1756,,0x42241b,XTSE
1757,GRHpC,0x42352d,XJPX
1758,RVP,,XNYS
1759,,0x42464e,XJPX
1760,BPY,0x4247d2,XNYS
1761,TCAP,,XNYS
1762,UNP,,XNYS
1763,,0x425bda,XNYS
1764,SVU,,XTSE
1765,QCAN,0x42636e,XSHG
1766,INP,0x426501,XBOM
1767,KBWY,0x426639,XSHG
1768,,0x4267f1,XNAS
1769,,0x426b16,XNYS
1770,,0x426c5a,XNAS
1771,L,,XNYS
1772,ACE,0x428cbc,XNAS
1773,DZK,0x4298ab,XNAS
1774,,0x42b157,XTSE
1775,EMRE,0x42b77e,XNYS
1776,,0x42bd23,XNYS
1777,RHS,0x42bda1,XNAS
1778,CROP,0x42c60f,XNSE
1779,,0x42c7b2,BVMF
1780,LNC,0x42c86e,XNYS
1781,CHIE,0x42d408,XTSE
1782,AYT,0x42e6c7,XSWX
1783,PTP,0x42f05c,XNYS
1784,POM,0x42f549,XNYS
1785,LLL,0x42fe83,XNAS
1786,RYI,0x43015b,XNAS
1787,,0x430233,XTSE
1788,,0x430a52,XNAS
1789,DXJF,0x430b8e,XTSE
1790,GJS,0x431ba4,XJSE
1791,GM/WS/C,0x43275a,XSWX
1792,NTP,,XNAS
1793,,0x432bf7,XNAS
1794,LH,,XJSE
1795,,0x433158,XNYS
1796,IEIL,0x4335fd,XNAS
1797,IHY,,XNYS
1798,SPHQ,0x433b50,XNAS
1799,ATMP,0x43442e,XASX
1800,MYI,,XNYS
1801,,0x434cdd,XNYS
1802,ORM,0x435ca,XNYS
1803,JKF,0x436b94,XASX
1804,,0x437430,XNYS
1805,,0x437903,XTSE
1806,KOLD,0x438505,XSHE
1807,HYLD,0x438752,XSAU
1808,,0x4393a4,XJPX
1809,CCIpA,0x4397e1,XFRA
1810,PUKp,0x439de9,XNYS
1811,AQQ,0x43a05d,XNAS
1812,MTBp,0x43afb2,XNAS
1813,FE,,XSHE
1814,,0x43b5b,XNYS
1815,ETE,,XLON
1816,BYD,,XJPX
1817,XSOE,0x43d091,XTSE
1818,GSV,0x43d17a,XNAS
1819,,0x43dcc5,XTSE
1820,XLB,0x43e2d7,XNAS
1821,BRK/B,0x43f304,BVMF
1822,KBR,0x43f428,XNYS
1823,,0x43f7ec,XSWX
1824,,0x4403df,BVMF
1825,,0x440c00,XTAI
1826,,0x440ebd,XNAS
1827,EPAM,,XBOM
1828,,0x4416e0,XHKG
1829,SPN,,XNYS
1830,CYB,0x441ba2,XNYS
1831,,0x442556,XNYS
1832,GSI,0x444b6,XNYS
1833,GEH,0x444d44,XNYS
1834,GSK,0x446bd8,XNYS
1835,MCS,0x446e58,XSHE
1836,BBW,0x447d73,XNYS
1837,HSBC,0x4486a1,XNAS
1838,ANH,0x449d1e,XNAS
1839,,0x44a515,XNAS
1840,BPZ,0x44af9c,XSHG
1841,,0x44afc7,XNYS
1842,,0x44be85,XNSE
1843,GRC,0x44bea0,XNAS
1844,STPZ,0x44c29,XNYS
1845,DBB,0x44ca5b,XNYS
1846,EVX,0x44cf0e,XNYS
1847,GTU,0x44dab1,XSHG
1848,,0x44dd8b,XNYS
1849,IDU,0x44e23c,XNAS
1850,SBGL,0x44e49f,XLON
1851,GDXJ,0x44ee8e,XSHG
1852,EWP,0x44efb3,XNYS
1853,,0x44f087,BVMF
1854,,0x44f65b,XLON
1855,IJT,0x44f7bf,XNYS
1856,TI,0x44fd8,XNYS
1857,ZTS,0x44fe2a,XSHG
1858,FSP,0x44ffc5,XNAS
1859,WOR,0x4504c8,XFRA
1860,CAW,0x450b3c,XNYS
1861,,0x45108,XTSE
1862,,0x451156,XNYS
1863,,0x451a74,XNAS
1864,,0x451c74,XNAS
1865,,0x45264b,XNYS
1866,BTT,,XNAS
1867,,0x452b95,XNAS
1868,,0x453ba4,XNAS
1869,MFLA,0x45411c,XNAS
1870,IMUC,0x454264,XNYS
1871,AXL,0x4549c,XNAS
1872,SMU,,XSHE
1873,DEX,0x455906,XNAS
1874,,0x4559c1,XNAS
1875,UAM,0x457a36,XNYS
1876,FXL,0x4581a8,XTSE
1877,,0x45828,XNAS
1878,NQ,0x458ba7,XNAS
1879,MOS,0x458e93,XNYS
1880,BFK,,XSWX
1881,GNW,0x459706,XNYS
1882,,0x45999,XNSE
1883,,0x45a857,XNYS
1884,PUI,0x45aeaa,XLON
1885,BWL/A,0x45cc60,XNYS
1886,CMLP,0x45d059,XNYS
1887,AHLpA,0x45d455,XNYS
1888,,0x45d57f,XNYS
1889,,0x45dc0,XNYS
1890,NXJ,0x45dd70,XTSE
1891,,0x45e280,XNAS
1892,,0x45e525,XSHG
1893,,0x45ed1b,XNAS
1894,AXTA,0x45f11f,XASX
1895,LBMH,0x45f298,XAMS
1896,PSLV,,XNYS
1897,,0x45f4a,XHKG
1898,IFF,0x45f91b,XNYS
1899,SNY,0x45fa76,BVMF
1900,PNY,0x4600e0,XNYS
1901,,0x460eb2,BVMF
1902,,0x461911,XKOS
1903,AUSE,0x461a92,XTSE
1904,,0x463218,XASX
1905,,0x463775,XNAS
1906,DIVI,0x463ad7,XAMS
1907,FDN,,XNAS
1908,USFR,,XNYS
1909,,0x46590c,XTSE
1910,,0x4659d2,XNYS
1911,MUS,0x465d52,XNAS
1912,TRND,0x465d60,XNYS
1913,RODI,0x46792e,XNYS
1914,FLGE,0x468047,XNYS
1915,TJX,0x4681c4,XJPX
1916,MTB,,XTSE
1917,TAHO,0x468974,XKOS
1918,BKpC,0x46907a,XSHG
1919,GRES,0x469a03,XLON
1920,QUAL,0x46a03b,XNAS
1921,SM,0x46a5cf,XASX
1922,ARW,0x46ad8,XLON
1923,,0x46b810,XNYS
1924,,0x46b9f0,XNAS
1925,AMTD,0x46be,XNYS
1926,,0x46c3e1,XNYS
1927,ENX,0x46cd63,XNSE
1928,,0x46ce64,XNAS
1929,PPT,0x46d78c,XTSE
1930,,0x46d821,XSWX
1931,,0x46da84,XNAS
1932,NCR,0x46e286,XNYS
1933,TI/A,0x46e634,XNYS
1934,FR,0x46eea4,XNYS
1935,NUS,0x46f07f,XTSE
1936,VWO,0x46f1ec,XNYS
1937,ERH,0x46f8cd,XNYS
1938,KBWB,0x46f9f4,XNAS
1939,AVAL,0x46fe0c,XTSE
1940,AGCO,0x472b14,XNYS
1941,,0x472fde,XNYS
1942,,0x4734e2,XKOS
1943,GRU,0x474dc5,XNAS
1944,IVH,0x474fee,XNYS
1945,CVEO,,XTSE
1946,MUR,0x47554c,XNAS
1947,PRI,0x47587d,XNYS
1948,BPT,0x475cad,XNYS
1949,INY,0x475d23,XTSE
1950,CEF,,XNYS
1951,UMDD,0x478fd8,XSWX
1952,SDA,0x479962,XNYS
1953,,0x479e36,XHKG
1954,H,0x47ab14,XNYS
1955,TIPZ,,XNYS
1956,RAVI,,XNYS
1957,GJT,0x47d3a3,XSHE
1958,OI,0x47d829,XHKG
1959,MAB,0x47da71,XNYS
1960,,0x47dd1b,XASX
1961,,0x47e0da,XTSE
1962,GWX,0x47edf4,XNYS
1963,SAA,0x47f4c4,XNYS
1964,,0x47feb1,XSHG
1965,GSpJ,0x480784,XNYS
1966,,0x480a60,XNYS
1967,EBND,0x48353b,XNYS
1968,,0x48602c,XNYS
1969,,0x486567,XNAS
1970,MLN,0x48670,XNYS
1971,,0x4869e0,XNYS
1972,SSY,0x487803,XLON
1973,CN,0x487daa,XTAI
1974,PNX,0x48806e,XNSE
1975,HPPpB,0x488650,XNAS
1976,IGT,,XNYS
1977,BSJM,0x488a07,XNYS
1978,BSJG,0x488fd5,XNAS
1979,NTG,0x48a1fd,XTSE
1980,,0x48a32c,XJSE
1981,SSNI,0x48bca9,XNYS
1982,,0x48bd2c,XNYS
1983,ITLT,0x48bfdf,XNYS
1984,CNL,,XNYS
1985,AAN,0x48d67a,XSWX
1986,EXH,0x48d768,XNAS
1987,TIPX,,XNYS
1988,FIW,0x48e3be,XSHE
1989,,0x48e4c9,XNAS
1990,JW/A,0x48e68f,XSHG
1991,,0x48e8f5,XNYS
1992,,0x48ef7a,XSAU
1993,,0x48ef8c,XTSE
1994,AHC,0x48f221,XAMS
1995,,0x48f584,XHKG
1996,PRY,0x48f7a2,XSAU
1997,MSN,,XTAI
1998,KMB,0x49147c,XNAS
1999,GST,0x49255d,XNSE
2000,DMB,,XNAS
2001,EPRO,0x49338f,XNYS
2002,SR,0x4933ee,XNYS
2003,BNY,0x49396a,XNYS
2004,ABRpB,,XTAI
2005,NEEpH,0x493d04,XNYS
2006,USPH,0x49466f,XTSE
2007,BGB,,XTSE
2008,JPMV,0x4957f,XNYS
2009,MSCA,0x495c72,XNYS
2010,ERF,0x495eaa,XNYS
2011,TCB/WS,0x495ece,XNYS
2012,SNOW,,XTSE
2013,EGAS,0x498130,XBOM
2014,,0x498498,XBOM
2015,EME,0x4996a3,XNAS
2016,,0x49adb2,XNYS
2017,,0x49b51c,XNAS
2018,KBA,0x49c148,XNYS
2019,,0x49da71,XNYS
2020,,0x49daf4,XNYS
2021,WIP,0x49e43a,XNAS
2022,TMO,0x49ea03,XJSE
2023,,0x49f4b,XFRA
2024,CIA,0x49f849,XNYS
2025,,0x49fa20,XNYS
2026,HDLV,0x4a00e1,XHKG
2027,TR,0x4a02b1,XNYS
2028,ESE,0x4a054,XBOM
2029,NVO,0x4a05fb,XNYS
2030,FBND,0x4a0823,XNAS
2031,,0x4a0e44,XKOS
2032,SCEpH,0x4a0ed0,XNYS
2033,AVV,0x4a12f9,XBOM
2034,KBWD,0x4a1408,XNYS
2035,,0x4a18a2,XNYS
2036,USV,0x4a2a45,XNYS
2037,,0x4a398c,XNYS
2038,PXSV,0x4a3dbc,XASX
2039,PCF,0x4a3dfe,XNYS
2040,,0x4a432b,XNAS
2041,,0x4a537c,XAMS
2042,CORpA,0x4a5510,XNYS
2043,,0x4a6417,XBOM
2044,ALG,0x4a6429,XASX
2045,TSN,0x4a6d67,XNYS
2046,NFO,0x4a6faf,XNYS
2047,WYN,0x4a730a,XTSE
2048,HEI/A,0x4a747d,XSHG
2049,,0x4a7561,XNAS
2050,NPP,,XTAI
2051,FAUS,0x4a7ddb,XNAS
2052,NCA,0x4a7ee7,XNAS
2053,,0x4a9c6d,XHKG
2054,PGX,,XSHG
2055,KMF,0x4aa01f,XNYS
2056,,0x4aa191,XNYS
2057,,0x4aa3e7,XKOS
2058,,0x4aa5c4,XNYS
2059,XOVR,0x4aa8c,XNYS
2060,HGT,0x4aaeae,XNAS
2061,,0x4aaf0e,XTSE
2062,AMHpC,0x4ab7ee,XNYS
2063,WG,0x4abce6,XNYS
2064,,0x4ac3d8,XTSE
2065,GCAP,0x4ad691,XJSE
2066,,0x4ae320,XSWX
2067,TM,0x4ae3ad,XNYS
2068,,0x4ae916,XNAS
2069,,0x4aea75,XTSE
2070,VSS,0x4af4f1,XJPX
2071,WAL,0x4afa58,XNYS
2072,NBW,0x4afc75,XNAS
2073,CBPX,,XJPX
2074,,0x4b0249,XNYS
2075,KBWI,0x4b0351,XTSE
2076,PDP,0x4b09be,XNYS
2077,QLD,0x4b1786,XTSE
2078,,0x4b1cdb,XNYS
2079,,0x4b1dde,XNYS
2080,,0x4b1f21,XSAU
2081,AMRC,,XNYS
2082,ICSH,0x4b228c,XNYS
2083,,0x4b24c8,BVMF
2084,,0x4b2605,XNAS
2085,CO,0x4b2b07,XSAU
2086,,0x4b39f,XNYS
2087,,0x4b47a9,XNYS
2088,PHF,0x4b4dc2,XNYS
2089,PJH,0x4b532,XNYS
2090,RENN,0x4b716c,XTSE
2091,,0x4b78a8,XTSE
2092,,0x4b7a08,XASX
2093,,0x4b7aa9,XNYS
2094,BIRpA,0x4b8729,XSHE
2095,AXJL,0x4b9d4d,XNYS
2096,MNE,0x4ba483,XTSE
2097,FF,0x4ba49d,XNAS
2098,UWM,0x4ba7b3,XNYS
2099,UCD,0x4ba803,XNYS
2100,XBI,0x4baf87,XTSE
2101,,0x4bb104,XNYS
2102,MHN,0x4bb7cb,XNYS
2103,ADPT,0x4bb963,BVMF
2104,,0x4bc903,XJPX
2105,NL,0x4bca30,XNYS
2106,ENY,0x4bd27b,XASX
2107,REXR,0x4bd2d4,XNAS
2108,ALLYpA,0x4bd613,XBOM
2109,,0x4bd7ed,XNYS
2110,RJD,0x4be2db,XLON
2111,,0x4be3ae,XNAS
2112,GLO,,XTSE
2113,,0x4be7e,XNYS
2114,DDpA,0x4be895,XTSE
2115,,0x4be8b7,XNAS
2116,,0x4becea,XNAS
2117,ATK,,XJSE
2118,,0x4bf961,XTSE
2119,,0x4c090c,XTSE
2120,EMAN,0x4c0c5c,XNSE
2121,,0x4c1d5a,XASX
2122,PSXP,0x4c1eee,XNYS
2123,WSH,0x4c2fca,XLON
2124,PSApP,0x4c38e2,XTSE
2125,,0x4c3ecd,XNAS
2126,FRC,0x4c4102,XTSE
2127,,0x4c44dc,XBOM
2128,EVBN,,XNAS
2129,SST,0x4c5e92,XJSE
2130,NEA,0x4c61c9,XNYS
2131,,0x4c63b1,XNAS
2132,IEZ,0x4c6c20,XHKG
2133,,0x4c711b,XNYS
2134,,0x4c778a,XNYS
2135,,0x4c7bc4,XSHG
2136,,0x4c84e6,XNAS
2137,,0x4c8fb2,XNYS
2138,DCT,0x4c9220,XTSE
2139,BXC,0x4c92ff,XSWX
2140,AZN,0x4c9354,XSWX
2141,VNTV,0x4c9609,XNYS
2142,,0x4c9dc1,XAMS
2143,GDLpB,0x4c9fcb,XNYS
2144,INKM,0x4caac0,XNYS
2145,JCP,0x4caf00,XNSE
2146,EWGS,0x4cbb6f,XTSE
2147,TYp,0x4cbdeb,XNYS
2148,,0x4ccdf1,XNYS
2149,,0x4cdb24,XNYS
2150,FDIS,0x4ce511,XNAS
2151,,0x4ce628,XTSE
2152,GFA,0x4cfc3e,XNAS
2153,JEC,0x4cfdea,XNYS
2154,TDX,0x4d04c4,XNYS
2155,,0x4d0608,XSHG
2156,PSJ,0x4d15c7,XNAS
2157,CVY,0x4d1cc1,XNYS
2158,,0x4d1e68,XLON
2159,,0x4d2075,XBOM
2160,QEH,0x4d20a,XSHE
2161,NFRA,0x4d3318,XNYS
2162,,0x4d339e,XJSE
2163,,0x4d35d2,XNYS
2164,,0x4d362,XNAS
2165,GPEpA,0x4d4482,XNAS
2166,METpB,,XNAS
2167,JKE,,XNYS
2168,DVHL,0x4d5cec,XTSE
2169,USA,0x4d61b5,XNYS
2170,,0x4d6242,XSHG
2171,,0x4d6c6a,XSHE
2172,EDEN,0x4d72e,XNYS
2173,X,0x4d739a,XASX
2174,ARG,0x4d7619,XNYS
2175,,0x4d778f,XNYS
2176,SKF,0x4d7cf0,XNYS
2177,DNOW,0x4d7f3c,XNYS
2178,,0x4d8139,XJPX
2179,AZIA,0x4d8a87,XSAU
2180,,0x4d8bf8,XNYS
2181,,0x4da267,XLON
2182,,0x4db859,XNAS
2183,GXG,0x4dbafc,XNYS
2184,GHYG,0x4dbba2,XNYS
2185,TOL,0x4dbff6,XNYS
2186,,0x4dcae5,XNYS
2187,CI,0x4de38d,XNYS
2188,,0x4de4cd,XNYS
2189,,0x4def59,XFRA
2190,MHW,0x4df01b,XNYS
2191,,0x4df3a1,XNAS
2192,,0x4df527,XTSE
2193,CBD,0x4df53a,XNYS
2194,,0x4df91f,XTSE
2195,NWL,0x4dffff,XTSE
2196,NXJpC,0x4e1ad1,XBOM
2197,,0x4e29a6,XNYS
2198,BRG,0x4e3f8,XNYS
2199,MIN,0x4e49f2,XASX
2200,EUMV,0x4e4e8e,XNAS
2201,CTQ,0x4e4f0d,XNYS
2202,KIE,,XNYS
2203,,0x4e5567,XTSE
2204,BK,,XNAS
2205,KENw,0x4e5f0f,XASX
2206,GVAL,0x4e5fc,XNYS
2207,IFMI,0x4e6976,XNYS
2208,TRNOpA,0x4e733,XFRA
2209,FTI,0x4e8d7c,XJSE
2210,,0x4e909e,XNYS
2211,,0x4e9128,XNAS
2212,,0x4e925b,XNYS
2213,FRAK,0x4e9b8b,XLON
2214,,0x4e9fa2,XNAS
2215,ALSN,0x4ea848,XNYS
2216,OUT,0x4eaf91,XNAS
2217,HMG,,XNAS
2218,WPG,0x4ec9e4,XNAS
2219,MSD,0x4ecdc8,XNAS
2220,GASL,0x4ed104,XNYS
2221,AEE,0x4ed1d6,XAMS
2222,,0x4ed367,XBOM
2223,SNHN,0x4ed539,XSWX
2224,PBA,0x4ed7ea,XHKG
2225,HD,0x4edc56,XKOS
2226,PAGP,0x4ee2c,XNYS
2227,WY,0x4eecbc,XNYS
2228,,0x4eee5b,BVMF
2229,PHT,0x4f0911,XNAS
2230,,0x4f243b,XFRA
2231,,0x4f2a98,XNYS
2232,JAH,0x4f2f76,BVMF
2233,,0x4f35d0,XNYS
2234,SFLA,0x4f4173,XNYS
2235,TOOpA,0x4f45ec,XNYS
2236,,0x4f4785,XTSE
2237,METpA,0x4f4ab7,XNYS
2238,DSE,0x4f5293,XSHE
2239,ECON,0x4f5575,XASX
2240,,0x4f560d,XNYS
2241,,0x4f569c,XNYS
2242,CHKR,0x4f5717,XNAS
2243,DXJT,0x4f5ae5,XSAU
2244,HI,0x4f649a,XTSE
2245,FL,0x4f66d9,XNYS
2246,MCK,0x4f672f,XNAS
2247,CSJ,0x4f7035,XFRA
2248,WAIR,0x4f713b,XJPX
2249,,0x4f7dbd,XNAS
2250,,0x4f80c8,XNYS
2251,CRCM,0x4f9672,XNYS
2252,CTW,,XNYS
2253,AIG,0x4faa1,XFRA
2254,,0x4fb34a,XSAU
2255,,0x4fb445,XNYS
2256,GDO,0x4fbc6e,XNYS
2257,ERB,0x4fbf2f,XNYS
2258,RJN,,XNAS
2259,PBP,0x4fe0ca,XNYS
2260,,0x4fe0d0,XTSE
2261,,0x4fea5,XBOM
2262,,0x4ff988,XNYS
2263,FKO,,XNYS
2264,GPK,0x500f66,XNYS
2265,,0x501044,XAMS
2266,RYJ,0x5012de,XAMS
2267,FVE,0x501aec,XNYS
2268,,0x501d54,XNYS
2269,PTR,,XNYS
2270,GRR,0x502e2a,XNYS
2271,ICB,0x503b26,XSAU
2272,NWHM,0x503c41,XNYS
2273,BONE,0x503f6f,XNYS
2274,EFR,0x503f89,XNAS
2275,ROYT,0x50490b,XNYS
2276,UXI,0x504f1c,XNYS
2277,,0x50646d,XNAS
2278,GTIP,0x5070ab,XNYS
2279,KOL,0x50780e,XNYS
2280,TGB,0x508c23,XNYS
2281,IFN,0x50975b,XASX
2282,XHB,0x50a817,XNAS
2283,IM,0x50a990,XNAS
2284,,0x50b2d8,XAMS
2285,,0x50b931,XHKG
2286,RSP,0x50ba7b,XTSE
2287,HP,0x50c079,XTSE
2288,,0x50c98b,XTSE
2289,,0x50c9a1,XNAS
2290,,0x50d5c8,XNAS
2291,B,0x50de6f,XTSE
2292,,0x50e0f2,XNAS
2293,CRMD,0x50e6,XNAS
2294,UXJ,0x50e718,XNYS
2295,PPG,0x50e950,XNAS
2296,,0x50f813,XNYS
2297,GLL,0x50f88,XJPX
2298,GRP/U,0x5117f1,XSHG
2299,,0x5117f9,XNAS
2300,ISHpA,,XNAS
2301,,0x511ae6,XNYS
2302,WIT,0x5125d3,XNAS
2303,DRA,0x5126d4,XSHG
2304,AFL,0x513896,XJPX
2305,NAVB,0x51444d,XNAS
2306,ASHR,0x515c18,XTSE
2307,COUP,0x5166a1,XSHG
2308,RNR,0x516b85,XTSE
2309,PLD,0x5175ea,XFRA
2310,,0x51801e,XNYS
2311,TPI,0x518204,XNYS
2312,EPV,0x518349,XNAS
2313,ATL,0x5187ba,XNYS
2314,WPS,0x518b88,XNYS
2315,SOL,0x518bda,XSAU
2316,NTXpC,0x519787,XNAS
2317,PCGpE,,XNYS
2318,,0x51a616,XTSE
2319,GGE,,XNAS
2320,STARpI,0x51a9cc,XNYS
2321,OKS,0x51acac,XNAS
2322,,0x51ad43,XSHG
2323,,0x51b310,XNYS
2324,GJV,,XTSE
2325,,0x51c2e4,XSWX
2326,,0x51c385,XNAS
2327,RCL,,XFRA
2328,EDC,0x51d7bf,XSAU
2329,USO,0x51dac8,XNAS
2330,RBSpI,0x51daff,XNAS
2331,,0x51dfe,XSWX
2332,,0x51e88f,XNYS
2333,PRU,0x51ea26,XNYS
2334,TG,0x51f468,XNYS
2335,NYT,0x51f9a8,XNYS
2336,,0x52076,XTSE
2337,BWA,0x520da,XTSE
2338,DHI,0x520e43,XTSE
2339,WNRL,0x521369,XNSE
2340,KFI,,XNYS
2341,JPM,0x522342,XNYS
2342,JPEP,0x5235a0,XNAS
2343,RS,0x52389a,XNAS
2344,,0x523b31,XSWX
2345,NPT,0x52435e,BVMF
2346,BCH,0x52478c,XJPX
2347,,0x524f87,XJSE
2348,CHS,0x5255a9,XNYS
2349,CRM,0x52568d,XNAS
2350,MTK,0x526049,XBOM
2351,WMB,0x5260d4,XAMS
2352,HYI,,XNAS
2353,,0x52747b,XHKG
2354,,0x5276aa,XNYS
2355,ITA,0x527a61,XNYS
2356,,0x52a8f5,XNAS
2357,,0x52a999,XNYS
2358,CMBS,0x52aa5a,XNAS
2359,,0x52af38,XNAS
2360,HYH,0x52bbc3,XNYS
2361,ITI,0x52bf38,XNYS
2362,NMpG,0x52c501,XNYS
2363,MERpF,0x52dbed,XTSE
2364,JMP,0x52e0f7,XNYS
2365,PZI,0x52ed63,XAMS
2366,HEQ,0x52eeb9,XNYS
2367,SRLP,0x52fdcb,XNAS
2368,,0x53099b,XNAS
2369,,0x531468,XNYS
2370,BAM,0x531616,XTSE
2371,MNRpA,0x5316b3,XNAS
2372,RUK,0x531ace,XNYS
2373,,0x531f6f,XNYS
2374,CPI,0x53230e,XTSE
2375,CYSpA,0x532f9c,XHKG
2376,SSLT,0x533439,XNYS
2377,LADR,0x5336f1,XNYS
2378,HCNpI,0x533ad8,XNYS
2379,,0x53414,XSHE
2380,HL,0x534235,XNAS
2381,PRH,0x5348cc,XNYS
2382,MCV,0x5349c2,XNYS
2383,CMT,0x5351f5,XNYS
2384,AMCO,0x535403,XNYS
2385,ASEA,0x535c1a,BVMF
2386,IG,0x535f38,XNYS
2387,TRLA,0x536a8,XNYS
2388,XRA,0x5373a0,XNYS
2389,,0x537619,XSAU
2390,,0x538cf7,XHKG
2391,,0x539ec9,XNYS
2392,,0x53bd2,XNAS
2393,SHG,0x53bd3e,XNYS
2394,FIBG,0x53ca50,XTSE
2395,HIO,,XJSE
2396,FAV,0x53de2a,XSHE
2397,,0x53e61e,XTSE
2398,GYEN,0x5404b4,XSHE
2399,,0x5407c1,XTSE
2400,DBU,0x540b7f,XNYS
2401,PII,0x5417ad,XNAS
2402,CXP,0x542aa1,XNAS
2403,,0x542d57,XTAI
2404,USAG,0x542dee,XNAS
2405,FLAG,0x542e2e,XNYS
2406,BRS,0x54404c,XNYS
2407,UGP,0x5447af,BVMF
2408,RRC,0x544c04,XNYS
2409,HTY,,XASX
2410,,0x546ccb,XNYS
2411,PBS,0x5474dc,XNAS
2412,,0x548f2b,XJPX
2413,IID,0x548f59,XNAS
2414,IDHQ,0x54aa02,XNSE
2415,GLTR,0x54ae66,XNAS
2416,PCGpA,0x54c04,XNYS
2417,YYY,0x54c1a0,XBOM
2418,GSB,0x54c5ef,XNYS
2419,CBR,0x54c8d5,XNYS
2420,,0x54d141,XNAS
2421,PFE,,XSHG
2422,ASX,0x54f530,XNYS
2423,EL,0x552595,XHKG
2424,AVIV,,XNYS
2425,MGF,,XNYS
2426,TCB,0x557f54,XHKG
2427,RLHpA,0x558eb7,XNAS
2428,BBX,0x55a2b7,XNAS
2429,LNKD,0x55a9b7,XNAS
2430,PSO,0x55abf8,XLON
2431,MTZ,0x55ae4d,XNYS
2432,,0x55b5be,XSHG
2433,CSC,0x55b87,XHKG
2434,,0x55bb8a,XNAS
2435,,0x55c225,XSHG
2436,HXL,0x55c498,XNYS
2437,,0x55d611,XNYS
2438,SYF,0x55da6,XNAS
2439,,0x55dd2a,XSHG
2440,,0x55e782,XTAI
2441,HDY,0x55ec20,XJPX
2442,,0x55efdb,XNYS
2443,UPW,0x55f182,XTSE
2444,,0x55f7b4,XNYS
2445,TNPpC,0x560a06,XNYS
2446,EET,0x560d09,XNYS
