,EulerId,AttributeName,AttributeValue
5470,1322,Exchange Location,Canada-Toronto
5471,1323,Exchange Location,United States-New York City
5472,1324,Exchange Location,United States-New York City
5473,1325,Exchange Location,China-Shenzhen
5474,1326,Exchange Location,United States-New York City
5475,1327,Exchange Location,United States-New York City
5476,1328,Exchange Location,United States-New York City
5477,1329,Exchange Location,United States-New York City
5478,1330,Exchange Location,Switzerland-Zurich
5479,1331,Exchange Location,India-Mumbai
5480,1332,Exchange Location,Canada-Toronto
5481,1333,Exchange Location,South Africa-Johannesburg
5482,1334,Exchange Location,United States-New York City
5483,1335,Exchange Location,United States-New York City
5484,1336,Exchange Location,United States-New York City
5485,1337,Exchange Location,Saudi Arabia-Riyadh
5486,1338,Exchange Location,United States-New York City
5487,1339,Exchange Location,United States-New York City
5488,1340,Exchange Location,United States-New York City
5489,1341,Exchange Location,United States-New York City
5490,1342,Exchange Location,Japan-Tokyo
5491,1343,Exchange Location,United States-New York City
5492,1344,Exchange Location,Canada-Toronto
5493,1345,Exchange Location,United States-New York City
5494,1346,Exchange Location,United States-New York City
5495,1347,Exchange Location,United States-New York City
5496,1348,Exchange Location,Canada-Toronto
5497,1349,Exchange Location,United States-New York City
5498,1350,Exchange Location,United States-New York City
5499,1351,Exchange Location,United States-New York City
5500,1352,Exchange Location,United States-New York City
5501,1353,Exchange Location,Canada-Toronto
5502,1354,Exchange Location,United States-New York City
5503,1355,Exchange Location,Canada-Toronto
5504,1356,Exchange Location,United States-New York City
5505,1357,Exchange Location,United States-New York City
5506,1358,Exchange Location,South Africa-Johannesburg
5507,1359,Exchange Location,United Kingdom-London
5508,1360,Exchange Location,Canada-Toronto
5509,1361,Exchange Location,United States-New York City
5510,1362,Exchange Location,Hong Kong-Hong Kong
5511,1363,Exchange Location,United States-New York City
5512,1364,Exchange Location,United States-New York City
5513,1365,Exchange Location,Taiwan-Taipei
5514,1366,Exchange Location,United States-New York City
5515,1367,Exchange Location,Canada-Toronto
5516,1368,Exchange Location,Canada-Toronto
5517,1369,Exchange Location,China-Shenzhen
5518,1370,Exchange Location,United States-New York City
5519,1371,Exchange Location,Brazil-São Paulo
5520,1372,Exchange Location,United States-New York City
5521,1373,Exchange Location,United States-New York City
5522,1374,Exchange Location,United States-New York City
5523,1375,Exchange Location,Brazil-São Paulo
5524,1376,Exchange Location,South Korea-Seoul
5525,1377,Exchange Location,United States-New York City
5526,1378,Exchange Location,United States-New York City
5527,1379,Exchange Location,China-Shenzhen
5528,1380,Exchange Location,United States-New York City
5529,1381,Exchange Location,China-Shanghai
5530,1382,Exchange Location,United States-New York City
5531,1383,Exchange Location,Brazil-São Paulo
5532,1,Security Name,Accuvest Global Opportunities ETF
5533,2,Security Name,Ace Limited Common Stock
5534,3,Security Name,AECOM Common Stock
5535,4,Security Name,Accuvest Global Long Short ETF
5536,5,Security Name,Arthur J. Gallagher & Co. Common Stock
5537,6,Security Name,TD Ameritrade Holding Corporation Common Stock
5538,7,Security Name,BlackRock Build America Bond Trust Common Shares of Beneficial Interest
5539,8,Security Name,BB&T Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series D
5540,9,Security Name,PowerShares DB Base Metals Long ETN
5541,10,Security Name,"Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 5)"
5542,11,Security Name,Brookfield Residential Properties Inc. Common Stock
5543,12,Security Name,BlackRock Municipal Target Term Trust Inc. (The) Common Shares of Beneficial Interest
5544,13,Security Name,ProShares UltraShort MSCI Brazil Capped
5545,14,Security Name,China Telecom Corp Ltd ADS
5546,15,Security Name,Colgate-Palmolive Company Common Stock
5547,16,Security Name,iShares Commodity Optimized Trust
5548,17,Security Name,"China Pharma Holdings, Inc. Common Stock"
5549,18,Security Name,"Carter's, Inc. Common Stock"
5550,19,Security Name,"Carbo Ceramics, Inc. Common Stock"
5551,20,Security Name,Cosan Limited Class A Common Stock
5552,21,Security Name,Deutsche Bank AG Common Stock
5553,22,Security Name,Dow Chemical Company (The) Common Stock
5554,23,Security Name,"Darden Restaurants, Inc. Common Stock"
5555,24,Security Name,Duff & Phelps Select Energy MLP Fund Inc. Common Stock
5556,25,Security Name,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest
5557,26,Security Name,Eagle Point Credit Company Inc. Common Stock
5558,27,Security Name,"Eaton Vance Pennsylvania Municipal Bond Fund Common Shares of Befeficial Interest, $.01 par value"
5559,28,Security Name,"Entergy Louisiana, Inc. 6.0% Series Due March 15, 2040"
5560,29,Security Name,Global X Next Emerging & Frontier ETF
5561,30,Security Name,"EnerJex Resources, Inc. (NEW) Common Stock"
5562,31,Security Name,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest
5563,32,Security Name,Esterline Technologies Corporation Common Stock
5564,33,Security Name,Euro Stoxx 50 ETF
5565,34,Security Name,iShares MSCI Spain Capped Index Fund
5566,35,Security Name,Fidelity Total Bond ETF
5567,36,Security Name,Foresight Energy LP Common Units representing Limited Partner Interests
5568,37,Security Name,"Fidelity National Information Services, Inc. Common Stock"
5569,38,Security Name,FIRST REPUBLIC BANK Common Stock
5570,39,Security Name,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the MLCX Biofuels Index - Total Return Structured Product
5571,40,Security Name,Guggenheim CurrencyShares Chinese Renminbi Trust
5572,41,Security Name,"Global Cash Access Holdings, Inc. Common Stock"
5573,42,Security Name,Gramercy Property Trust Inc. Preferred Series B
5574,43,Security Name,"Grana y Montero S.A.A. American Depositary Shares, each representing five Common Shares"
5575,44,Security Name,Gorman-Rupp Company (The) Common Stock
5576,45,Security Name,GrubHub Inc. Common Stock
5577,46,Security Name,Gran Tierra Energy Inc. Common Stock
5578,47,Security Name,Great Plains Energy Incorporated Preferred Stock
5579,48,Security Name,Hospira Inc
5580,49,Security Name,iShares iBoxx $ High Yield Corporate Bond ETF
5581,50,Security Name,SPDR Nuveen S&P High Yield Municipal Bond ETF
5582,51,Security Name,iShares Global ex USD High Yield Corporate Bond ETF
5583,52,Security Name,"IMS Health Holdings, Inc. Common Stock"
5584,53,Security Name,"InfuSystems Holdings, Inc. Common Stock"
5585,54,Security Name,FlexShares International Quality Dividend Dynamic Index Fund
5586,55,Security Name,International Shipholding Corporation Common Stock
5587,56,Security Name,Vanguard S&P Mid-Cap 400 Value ETF
5588,57,Security Name,iShares Core MSCI Total International Stock ETF
5589,58,Security Name,iShares U.S. Consumer Services ETF
5590,59,Security Name,J.G. Wentworth Company (The) Class A Common Stock
5591,60,Security Name,"John Wiley & Sons, Inc. Common Stock"
5592,61,Security Name,"Knight Transportation, Inc. Common Stock"
5593,62,Security Name,Kosmos Energy Ltd. Common Shares
5594,63,Security Name,SPDR S&P Regional Banking ETF
5595,64,Security Name,Global X Lithium ETF
5596,65,Security Name,"Lorillard, Inc Common Stock"
5597,66,Security Name,"Merrill Lynch & Co., Inc. Preferred Stock"
5598,67,Security Name,"Miller Energy Resources, Inc. 10.5% Series D Fixed Rate/Floating Rate Cumulative Redeemable Preferred Stock"
5599,68,Security Name,"Mueller Industries, Inc. Common Stock"
5600,69,Security Name,Global X MLP & Energy Infrastructure ETF
5601,70,Security Name,Monmouth Real Estate Investment Corporation 7.625% Series A Cumulative Redeemable Preferred Stock
5602,71,Security Name,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A
5603,72,Security Name,"Natural Grocers by Vitamin Cottage, Inc. Common Stock"
5604,73,Security Name,Nuveen Virginia Premium Income Municipal Fund Common Stock
5605,74,Security Name,"Nuveen Investment Quality Municipal Fund, Inc. Common Stock"
5606,75,Security Name,Newell Rubbermaid Inc. Common Stock
5607,76,Security Name,"Nuveen New Jersey Dividend Advantage Municipal Fund MuniFund Term Preferred Shares, 2.00% Series 2015, $10.00 Liquidation preference per share"
5608,77,Security Name,Nuveen Dividend Advantage Municipal Fund 3 Common Shares of Beneficial Interest
5609,78,Security Name,Nuveen California Dividend Advantage Municipal Fund 3 Common Shares of Beneficial Interest
5610,79,Security Name,"Omnicare, Inc. Common Stock"
5611,80,Security Name,iPath Pure Beta Crude Oil ETN
5612,81,Security Name,"Plains Group Holdings, L.P. Class A Shares representing limited partner interests"
5613,82,Security Name,PowerShares High Yield Dividend Achievers
5614,83,Security Name,Pinnacle West Capital Corporation Common Stock
5615,84,Security Name,"Portugal Telecom SGPS, S.A . Common Stock"
5616,85,Security Name,Prudential Public Limited Company Common Stock
5617,86,Security Name,PowerShares Dynamic Energy E&P
5618,87,Security Name,Market Vectors MSCI Emerging Markets Quality ETF
5619,88,Security Name,SPDR MSCI United Kingdom Quality Mix ETF
5620,89,Security Name,Dr. Reddy's Laboratories Ltd Common Stock
5621,90,Security Name,Barclays Return on Disability ETN
5622,91,Security Name,"Retail Properties of America, Inc. Class A Common Stock"
5623,92,Security Name,"Safe Bulkers, Inc Perpetual Preferred Series D (Marshall Islands)"
5624,93,Security Name,SCANA Corporation Common Stock
5625,94,Security Name,Stifel Financial Corp. 6.70% Senior Note due 2022
5626,95,Security Name,iShares MSCI USA Size Factor
5627,96,Security Name,Skyline Corporation Common Stock
5628,97,Security Name,"Summit Midstream Partners, LP Common Units Representing Limited Partner Interests"
5629,98,Security Name,PowerShares S&P 500 High Dividend Portfolio
5630,99,Security Name,ProShares UltraPro Short S&P500
5631,100,Security Name,Nuveen S&P 500 Dynamic Overwrite Fund
5632,101,Security Name,"Silver Bull Resources, Inc Common Stock"
5633,102,Security Name,"Transamerica Income Shares, Inc. Common Stock"
5634,103,Security Name,Deutsche X-trackers 2010 Target Date ETF
5635,104,Security Name,"Treehouse Foods, Inc. Common Stock"
5636,105,Security Name,Telecom Italia S.P.A. New
5637,106,Security Name,Two Harbors Investment Corp
5638,107,Security Name,Direxion Daily 10-Yr Treasury Bull 3x Shrs
5639,108,Security Name,Veeva Systems Inc. Class A Common Stock
5640,109,Security Name,"Delaware Investments Minnesota Municipal Income Fund II, Inc. Common Stock"
5641,110,Security Name,Westinghouse Air Brake Technologies Corporation Common Stock
5642,111,Security Name,Wells Fargo & Company Depositary Shares Representing 1/1000th Interest Perpetual Preferred Class A Series Q Fixed to Floating
5643,112,Security Name,ProShares UltraShort Yen New
5644,113,Security Name,Asbury Automotive Group Inc Common Stock
5645,114,Security Name,ABM Industries Incorporated Common Stock
5646,115,Security Name,Arbor Realty Trust Preferred Series A
5647,116,Security Name,Arbor Realty Trust Cumulative Redeemable Preferred Series C
5648,117,Security Name,Barrick Gold Corporation Common Stock
5649,118,Security Name,Adcare Health Systems Inc Common Stock (GA)
5650,119,Security Name,Adams Express Company (The)
5651,120,Security Name,DB Agriculture Short ETN DB Agriculture Short ETN
5652,121,Security Name,AEGON N.V. Perp. Cap. Securities (Netherlands)
5653,122,Security Name,Aercap Holdings N.V. Ordinary Shares
5654,123,Security Name,AES Corporation (The) Class C Preferred Stock
5655,124,Security Name,First Majestic Silver Corp. Ordinary Shares (Canada)
5656,125,Security Name,iShares MSCI Chile Capped Investable Market Index Fund
5657,126,Security Name,Alpine Global Dynamic Dividend Fund Shares of Beneficial Interest
5658,127,Security Name,"Allergan, Inc. Common Stock"
5659,128,Security Name,Assured Guaranty Ltd.
5660,129,Security Name,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock
5661,130,Security Name,Apartment Investment and Management Company Class Z Cumulative Preferred Stock
5662,131,Security Name,Arlington Asset Investment Corp 6.625% Notes due 2023
5663,132,Security Name,American Lorain Corporation Common Stock
5664,133,Security Name,"Allison Transmission Holdings, Inc. Common Stock"
5665,134,Security Name,"Alexander's, Inc. Common Stock"
5666,135,Security Name,Antero Midstream Partners LP Common Units representing limited partner interests
5667,136,Security Name,"AMETEK, Inc."
5668,137,Security Name,"American Midstream Partners, LP Common Units representing Limited Partner Interests"
5669,138,Security Name,Alerian MLP ETF
5670,139,Security Name,American Shared Hospital Services Common Stock
5671,140,Security Name,American Tower Corporation (REIT) Pfd Conv Ser A
5672,141,Security Name,Apache Corporation Common Stock
5673,142,Security Name,"Air Products and Chemicals, Inc. Common Stock"
5674,143,Security Name,"Atlas Pipeline Partners, L.P. Common Units, No Par Value"
5675,144,Security Name,ARK Industrial Innovation ETF
5676,145,Security Name,"Ares Multi-Strategy Credit Fund, Inc. Common Stock"
5677,146,Security Name,"A10 Networks, Inc. Common Stock"
5678,147,Security Name,Allegheny Technologies Incorporated Common Stock
5679,148,Security Name,WisdomTree Australia New Zealand Debt Fund
5680,149,Security Name,American Vanguard Corporation Common Stock ($0.10 Par Value)
5681,150,Security Name,"American Axle & Manufacturing Holdings, Inc. Common Stock"
5682,151,Security Name,"Aoxing Pharmaceutical Company, Inc. New Common Stock"
5683,152,Security Name,AZZ Incorporated Common Stock
5684,153,Security Name,PowerShares Build America Bond Portfolio
5685,154,Security Name,Bank of America Corporation Depositary Shares Rpstg 1/1000th Interest in Sh of Non Cum Pfd Stk Ser D
5686,155,Security Name,"Banc of California, Inc. Common Stock"
5687,156,Security Name,"Morgan Stanley S&P 500 Crude Oil Linked ETNs due July 1, 2031"
5688,157,Security Name,Market Vectors Biotech ETF
5689,158,Security Name,BB&T Corporation Common Stock
5690,159,Security Name,BBX Capital Corporation Common Stock
5691,160,Security Name,EGShares Blue Chip ETF
5692,161,Security Name,iPath Pure Beta Broad Commodity ETN
5693,162,Security Name,"Flanigan's Enterprises, Inc. Common Stock"
5694,163,Security Name,"Berry Plastics Group, Inc. Common Stock"
5695,164,Security Name,Barron's 400
5696,165,Security Name,Briggs & Stratton Corporation Common Stock
5697,166,Security Name,BlackRock Energy and Resources Trust
5698,167,Security Name,"Berkshire Hills Bancorp, Inc. Common Stock"
5699,168,Security Name,BHP Billiton Limited Common Stock
5700,169,Security Name,"Big Lots, Inc. Common Stock"
5701,170,Security Name,SPDR Barclays 1-3 Month T-Bill ETF
5702,171,Security Name,Ball Corporation Common Stock
5703,172,Security Name,Blackrock Limited Duration Income Trust
5704,173,Security Name,Banco Macro S.A.  ADR (representing Ten Class B Common Shares)
5705,174,Security Name,"Bank of America Corporation Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of 6.375% Non-Cumulative Preferred Stock, Series 3)"
5706,175,Security Name,Global X Brazil Consumer ETF
5707,176,Security Name,BRF S.A.
5708,177,Security Name,Berkshire Hathaway Inc. New Common Stock
5709,178,Security Name,BlackRock Utility and Infrastructure Trust Common Shares of Beneficial Interest
5710,179,Security Name,Bellatrix Exploration Ltd Ordinary Shares (Canada)
5711,180,Security Name,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest
5712,181,Security Name,"Citigroup Inc. Warrants Class A expiring January 4, 2019"
5713,182,Security Name,"Cai International, Inc. Common Stock"
5714,183,Security Name,Chicago Bridge & Iron Company N.V. Common Stock
5715,184,Security Name,"CBL & Associates Properties, Inc. Depositary Shs Repstg 1/10 6.625% Ser E Cum Redeemable (Pfd Stk)"
5716,185,Security Name,"Ciber, Inc. Common Stock"
5717,186,Security Name,"CBIZ, Inc. Common Stock"
5718,187,Security Name,Calgon Carbon Corporation Common Stock
5719,188,Security Name,"Campus Crest Communities, Inc. Common Stock"
5720,189,Security Name,"Century Communities, Inc. Common Stock"
5721,190,Security Name,"Coeur Mining, Inc. Common Stock"
5722,191,Security Name,ClearBridge Energy MLP Fund Inc. Common Stock
5723,192,Security Name,CNOOC Limited Common Stock
5724,193,Security Name,WisdomTree Emerging Currency Strategy Fund
5725,194,Security Name,"Culp, Inc. Common Stock"
5726,195,Security Name,"Aberdeen Chile Fund, Inc. (The) Common Stock"
5727,196,Security Name,Global X China Industrials ETF
5728,197,Security Name,Cigna Corporation Common Stock
5729,198,Security Name,iShares Intermediate Credit Bond ETF
5730,199,Security Name,"Checkpoint Systms, Inc. Common Stock"
5731,200,Security Name,Cliffs Natural Resources Inc Common Stock
5732,201,Security Name,CMS Energy Corporation Preferred Stock
5733,202,Security Name,CNA Financial Corporation Common Stock
5734,203,Security Name,Capital One Financial Corp Depository Shares Representing 1/40th Interest Perpetual Preferred Series D
5735,204,Security Name,"Rockwell Collins, Inc. Common Stock"
5736,205,Security Name,"Cooper Companies, Inc. (The) Common Stock"
5737,206,Security Name,CoreSite Realty Corporation Common Stock
5738,207,Security Name,Cott Corporation Common Stock
5739,208,Security Name,United States Copper Index Fund ETV
5740,209,Security Name,CorMedix Inc Warrant (expiring 3/24/2015)
5741,210,Security Name,"Crystal Rock Holdings, Inc. Class A Common Stock"
5742,211,Security Name,Credit Suisse ommodity Rotation ETN
5743,212,Security Name,"Catalent, Inc. Common Stock"
5744,213,Security Name,CTPartners Executive Search Inc. Common Stock
5745,214,Security Name,CTS Corporation Common Stock
5746,215,Security Name,Cel-Sci Corporation Warrants Exp 10/11/2018
5747,216,Security Name,"Cemex, S.A.B. de C.V. Sponsored ADR"
5748,217,Security Name,Cytec Industries Inc. Common Stock
5749,218,Security Name,"Diebold, Incorporated Common Stock"
5750,219,Security Name,PowerShares DB Oil Fund
5751,220,Security Name,PowerShares DB Silver Fund
5752,221,Security Name,Dover Downs Gaming & Entertainment Inc Common Stock
5753,222,Security Name,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest
5754,223,Security Name,Deutsche Bank AG PowerShares DB Gold Double Long ETN
5755,224,Security Name,SPDR Global Dow ETF (based on The Global Dow)
5756,225,Security Name,WisdomTree High-Yielding Equity Fund
5757,226,Security Name,"DHT Holdings, Inc."
5758,227,Security Name,Global X Super Dividend ETF
5759,228,Security Name,WisdomTree LargeCap Dividend Fund
5760,229,Security Name,"Digital Realty Trust, Inc. Redeemable Preferred Stock Series H"
5761,230,Security Name,"Dreyfus Municipal Income, Inc. Common Stock"
5762,231,Security Name,WisdomTree International LargeCap Dividend Fund
5763,232,Security Name,"HSBC USA, Inc. Preferred Stock"
5764,233,Security Name,Duke Realty Corporation Common Stock
5765,234,Security Name,"Blackrock Debt Strategies Fund, Inc. Common Stock"
5766,235,Security Name,"Duff & Phelps Utility & Corporate Bond Trust, Inc. Common Stock"
5767,236,Security Name,Deutsche Bk Contingent Cap TR II Tr Pfd Sec
5768,237,Security Name,"Dynegy Inc. Warrant expiring October 2, 2017"
5769,238,Security Name,Direxion Developed Markets Bull 3x Shares
5770,239,Security Name,Eclipse Resources Corporation Common Stock
5771,240,Security Name,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands)"
5772,241,Security Name,PowerShares S&P Emerging Markets High Beta Portfolio Exchange Traded Fund
5773,242,Security Name,ProShares Ultra MSCI Emerging Markets
5774,243,Security Name,Eaton vance Floating-Rate Income Plus Fund Common Shares of Beneficial Interest
5775,244,Security Name,Global X JPMorgan Efficiente Index ETF
5776,245,Security Name,iShares MSCI EAFE Growth ETF
5777,246,Security Name,Gas Natural Inc. Common Stock (OH)
5778,247,Security Name,"Engility Holdings, Inc. Common Stock"
5779,248,Security Name,Western Asset Global High Income Fund Inc Common Stock
5780,249,Security Name,"Equity Lifestyle Properties, Inc. Common Stock"
5781,250,Security Name,"Entergy Louisiana, Inc. First Mortgage Bonds, 4.70% Series due June 1, 2063"
5782,251,Security Name,Emulex Corporation Common Stock
5783,252,Security Name,First Trust North American Energy Infrastructure Fund
5784,253,Security Name,Endurance Specialty Holdings Ltd PFD SER B (Bermuda)
5785,254,Security Name,ALPS Equal Sector Weight ETF
5786,255,Security Name,"Equity One, Inc. Common Stock"
5787,256,Security Name,Embraer S.A. Common Stock
5788,257,Security Name,Essent Group Ltd. Common Shares
5789,258,Security Name,"Aberdeen Emerging Markets Company Oppotunities Fund, Inc. Common Stock"
5790,259,Security Name,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock
5791,260,Security Name,ProShares Short Euro
5792,261,Security Name,ProShares UltraShort Euro
5793,262,Security Name,Eaton Vance Corporation Common Stock
5794,263,Security Name,Eaton Vance Senior Income Trust Common Stock
5795,264,Security Name,"Envision Healthcare Holdings, Inc. Common Stock"
5796,265,Security Name,Eaton Vance Ohio Municipal Income Trust Shares of Beneficial Interest
5797,266,Security Name,Evercore Partners Inc Class A Common Stock
5798,267,Security Name,iShares MSCI Australia Index Fund
5799,268,Security Name,iShares MSCI Hong Kong Small-Cap ETF
5800,269,Security Name,iShares MSCI Italy Capped Index Fund
5801,270,Security Name,iShares MSCI Austria Capped Investable Market Index Fund
5802,271,Security Name,SPDR S&P Emerging Markets Small Cap ETF
5803,272,Security Name,"ExamWorks Group, Inc. Common Stock"
5804,273,Security Name,iShares Global Industrials ETF
5805,274,Security Name,Eagle Materials Inc Common Stock
5806,275,Security Name,First Trust Multi Cap Value AlphaDEX Fund
5807,276,Security Name,UBS AG FI Enhanced Large Cap Growth ETN
5808,277,Security Name,Fiat Chrysler Automobiles N.V. Mandatory Convertible Securities
5809,278,Security Name,First Trust Dow Jones STOXX Select Dividend 30 Index Fund
5810,279,Security Name,"Fresh Del Monte Produce, Inc. Common Stock"
5811,280,Security Name,First Trust Developed Markets ex-US AlphaDEX Fund
5812,281,Security Name,SPDR DJ STOXX 50 Etf
5813,282,Security Name,FutureFuel Corp.  Common shares
5814,283,Security Name,CS FI Enhanced Big Cap Growth ETN
5815,284,Security Name,iShares MSCI Global Energy Producers Fund
5816,285,Security Name,Forensic Accounting Exchange Traded Concepts
5817,286,Security Name,iShares Floating Rate Bond ETF
5818,287,Security Name,"FleetCor Technologies, Inc. Common Stock"
5819,288,Security Name,Market Vectors Investment Grade Floating Rate ETF
5820,289,Security Name,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest
5821,290,Security Name,Farmland Partners Inc. Common Stock
5822,291,Security Name,Federated Premier Intermediate Municipal Income Fund Federated Premier Intermediate Municipal Income Fund
5823,292,Security Name,Fifth Street Finance Corp. 5.875% Senior Notes due 2024
5824,293,Security Name,Fidelity MSCI COnsumer Staples Index ETF
5825,294,Security Name,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest
5826,295,Security Name,"FMC Technologies, Inc. Common Stock"
5827,296,Security Name,First Trust Health Care AlphaDEX
5828,297,Security Name,Direxion Daily Natural Gas Related Bull 3X Shares
5829,298,Security Name,iPath Goldman Sachs iPath GBP/USD Exchange Rate ETN
5830,299,Security Name,GreenHaven Continuous Commodity Index Fund
5831,300,Security Name,"Aberdeen Greater China Fund, Inc. Common Stock"
5832,301,Security Name,Market Vectors Gold Miners ETF
5833,302,Security Name,Market Vectors Junior Gold Miners ETF
5834,303,Security Name,Geo Group Inc (The) REIT
5835,304,Security Name,"GigOptix, Inc. Common Stock"
5836,305,Security Name,"Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities, Series 2006-2"
5837,306,Security Name,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests
5838,307,Security Name,"Globus Medical, Inc. Class A Common Stock"
5839,308,Security Name,SPDR S&P Emerging Asia Pacific ETF
5840,309,Security Name,"GRUMA, S.A.B de C.V. Common Stock"
5841,310,Security Name,SPDR S&P Emerging Latin America ETF
5842,311,Security Name,Columbia Core Bond ETF
5843,312,Security Name,W.R. Grace & Co. Common Stock
5844,313,Security Name,Glimcher Realty Trust Common Stock
5845,314,Security Name,Glimcher Realty Trust 6.875% Cumulative Redeemable Preferred Shares of Beneficial Interest
5846,315,Security Name,"Goldman Sachs Group, Inc. (The) Depositary Shares each representing 1/1000th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock Series A"
5847,316,Security Name,"Goldman Sachs Group, Inc. (The) Depositary Share repstg 1/1000th Preferred Series C"
5848,317,Security Name,"GlobalSCAPE, Inc. Common Stock"
5849,318,Security Name,"Goldman Sachs Group, Inc. (The) 6.125% Notes due 2060"
5850,319,Security Name,Guangshen Railway Company Limited Common Stock
5851,320,Security Name,"Goldman Sachs Group, Inc. (The) 6.50% Notes due 2061"
5852,321,Security Name,"Gray Communications Systems, Inc. Common Stock"
5853,322,Security Name,Triple-S Management Corporation Class B Common Stock
5854,323,Security Name,iShares Intermediate Government/Credit Bond ETF
5855,324,Security Name,Haemonetics Corporation Common Stock
5856,325,Security Name,Huntington EcoLogical Strategy ETF
5857,326,Security Name,Heico Corporation Common Stock
5858,327,Security Name,Hess Corporation Common Stock
5859,328,Security Name,iPath Pure Beta Industrial Metals ETN
5860,329,Security Name,Horizons S&P Financial Select Sector Covered Call ETF
5861,330,Security Name,"Hill International, Inc. Common Stock"
5862,331,Security Name,"Aerohive Networks, Inc. Common Stock"
5863,332,Security Name,Horizons Korea KOSPI 200 ETF
5864,333,Security Name,Hecla Mining Company Common Stock
5865,334,Security Name,Hospitality Properites Trust Common Stock
5866,335,Security Name,Harbinger Group Inc Common Stock
5867,336,Security Name,HSBC Finance Corp Dep. Shares reptsg 1/40 Preferred Series B
5868,337,Security Name,Hubbell Inc Common Stock Class B
5869,338,Security Name,Humana Inc. Common Stock
5870,339,Security Name,Market Vectors High Yield Municipal Index ETF
5871,340,Security Name,iShares iBonds Mar 2020 Corporate ex-Financials Term ETF
5872,341,Security Name,iShares iBonds Dec 2020 Corporate ETF
5873,342,Security Name,iShares iBonds Sep 2015 AMT-Free Muni Bond ETF
5874,343,Security Name,iShares iBonds Sep 2018 AMT-Free Bond Term
5875,344,Security Name,"Installed Building Products, Inc. Common Stock"
5876,345,Security Name,Empresas Ica Soc Contrladora Common Stock
5877,346,Security Name,iShares Cohen & Steers REIT ETF
5878,347,Security Name,"Intellicheck Mobilisa, Inc. Common Stock"
5879,348,Security Name,"Institutional Financial Markets, Inc."
5880,349,Security Name,"India Fund, Inc. (The) Common Stock"
5881,350,Security Name,"IGI, Laboratories Inc. Common Stock"
5882,351,Security Name,Voya Global Equity Dividend and Premium Opportunity Fund
5883,352,Security Name,ProShares Investment Grade-Interest Rate Hedged
5884,353,Security Name,"ING Group, N.V. Perpetual Debt Securities"
5885,354,Security Name,iShares International Preferred Stock ETF
5886,355,Security Name,"Interpublic Group of Companies, Inc. (The) Common Stock"
5887,356,Security Name,"Intrepid Potash, Inc Common Stock"
5888,357,Security Name,"Gartner, Inc. Common Stock"
5889,358,Security Name,PowerShares DB Italian Treasury Bond Futures ETN
5890,359,Security Name,iShares Core Total USD Bond Market ETF
5891,360,Security Name,Vanguard S&P Mid-Cap 400 Growth ETF
5892,361,Security Name,iShares Russell 1000 ETF
5893,362,Security Name,iShares Russell 2000 Value ETF
5894,363,Security Name,iShares Global Energy ETF
5895,364,Security Name,iShares U.S. Healthcare ETF
5896,365,Security Name,iShares U.S. Real Estate ETF
5897,366,Security Name,John Bean Technologies Corporation Common Stock
5898,367,Security Name,Nuveen Diversified Dividend and Income Fund Shares of Beneficial Interest
5899,368,Security Name,"Just Energy Group, Inc. Ordinary Shares (Canada)"
5900,369,Security Name,James Hardie Industries plc American Depositary Shares (Ireland)
5901,370,Security Name,iPath Bloomberg Agriculture Total Return Sub-Index ETN
5902,371,Security Name,iPath Bloomberg Energy Total Return Sub-Index ETN
5903,372,Security Name,iPath Bloomberg Tin Subindex Total Return SM ETN
5904,373,Security Name,iShares Morningstar Small-Cap Value ETFnd
5905,374,Security Name,JP Morgan Chase & Co. Common Stock
5906,375,Security Name,"J P Morgan Chase & Co Warrant expiring October 28, 2018"
5907,376,Security Name,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest
5908,377,Security Name,Nuveen Quality Preferred Income Fund Shares of Beneficial Interest
5909,378,Security Name,Kadant Inc Common Stock
5910,379,Security Name,Kaman Corporation Common Stock
5911,380,Security Name,Kate Spade & Company Common Stock
5912,381,Security Name,"KBR, Inc. Common Stock"
5913,382,Security Name,Korea Electric Power Corporation Common Stock
5914,383,Security Name,KKR Financial Holdings LLC Pfd Ser A Llc
5915,384,Security Name,"Kingsway Financial Services, Inc. Ordinary Shares"
